0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
0	0	0	0	0	0	0	0	8468861001735959e-30	7036516253656846e-27	0	4.167297165669967	0.008166472116951477	0.004290139366239612	21021338779605335e-27	5656426997375883e-30	13871144042532165e-29	0.008155644036611056	0.004174619534419327	0	0.003482208422924285	453001684434855e-25	70035348208040675e-28	20701531944736896e-25	19372628038081653e-24	1.2576459526356503	2660914935486457e-26	0.00019379965521303254
8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	8468861001735959e-30	7373238083299745e-30	8468861001735959e-30	4.167297165669964	0.008166472116967124	0.00429013936658303	7683542736967227e-30	5064469849976924e-30	4558222182382246e-30	0.008155644036611261	0.004174619534419208	8468861001735959e-30	0.003482208422934166	45162410438149186e-27	700241369123457e-26	20643228171179943e-25	1937262499217843e-23	1.2576459526420933	4913296056657383e-30	0.0001937996552256398
7036516253656846e-27	7036516253656846e-27	7036516253656846e-27	7036516253656846e-27	7036516253656846e-27	7036516253656846e-27	7036516253656846e-27	7036516253656846e-27	7373238083299745e-30	7036516253656846e-27	7036516253656846e-27	4.167297165693376	0.008166472118618777	0.004290139366579276	38590274213092423e-27	70371855605975105e-28	7034681330614331e-27	0.00815564403659255	0.004174619534419341	7036516253656846e-27	0.003482208422263623	10632504832043219e-30	6868871748205654e-27	21199297952539045e-25	19374527139044106e-24	1.2576459526420565	7034767973299779e-27	0.0001937996547691644
